,Date,Open_IEF,High_IEF,Low_IEF,Close_IEF,Adj Close_IEF,Volume_IEF,Open_QQQ,High_QQQ,Low_QQQ,Close_QQQ,Adj Close_QQQ,Volume_QQQ,Open_GLD,High_GLD,Low_GLD,Close_GLD,Adj Close_GLD,Volume_GLD,Open_SHY,High_SHY,Low_SHY,Close_SHY,Adj Close_SHY,Volume_SHY,Open_UVXY,High_UVXY,Low_UVXY,Close_UVXY,Adj Close_UVXY,Volume_UVXY,Open_XOP,High_XOP,Low_XOP,Close_XOP,Adj Close_XOP,Volume_XOP
0,2022-01-03,114.37000274658205,114.41000366210938,113.93000030517578,113.93000030517578,112.27888488769533,27744600,399.0499877929688,401.9400024414063,396.8800048828125,401.6799926757813,399.696044921875,40575900,168.86000061035156,169.00999450683594,168.0,168.3300018310547,168.3300018310547,9014400,85.44999694824219,85.45999908447266,85.41999816894531,85.44000244140625,84.70722961425781,5301700,12.170000076293944,12.539999961853027,11.779999732971191,11.8100004196167,11.8100004196167,33860800,96.20999908447266,100.51000213623048,96.1500015258789,100.41999816894533,98.6047134399414,8318700
1,2022-01-04,113.66999816894533,113.88999938964844,113.58000183105467,113.87000274658205,112.2197723388672,15911800,402.239990234375,402.2799987792969,393.2900085449219,396.4700012207031,394.5117492675781,58027200,168.89999389648438,169.72000122070312,168.72999572753906,169.57000732421875,169.57000732421875,6965600,85.44000244140625,85.48999786376953,85.44000244140625,85.48999786376953,84.75679779052734,2759300,11.670000076293944,12.3100004196167,11.619999885559082,11.770000457763672,11.770000457763672,45711700,101.5500030517578,105.16000366210938,101.41999816894533,104.7300033569336,102.8368148803711,7482300
2,2022-01-05,113.88999938964844,113.9000015258789,113.30999755859376,113.38999938964844,111.7467269897461,13715700,394.739990234375,395.8900146484375,384.0299987792969,384.2900085449219,382.3919372558594,75739800,170.6199951171875,170.92999267578125,168.89999389648438,169.05999755859375,169.05999755859375,8715600,85.45999908447266,85.45999908447266,85.37000274658203,85.37999725341797,84.64775085449219,2851800,11.899999618530272,13.18000030517578,11.510000228881836,13.18000030517578,13.18000030517578,77492200,105.77999877929688,106.83999633789062,101.37000274658205,101.52999877929688,99.69464874267578,8672300
3,2022-01-06,113.12999725341795,113.20999908447266,112.9800033569336,113.11000061035156,111.47077941894533,10957400,382.4200134277344,387.3500061035156,380.1300048828125,384.0199890136719,382.1232604980469,70814300,167.16000366210938,167.75,166.86000061035156,166.99000549316406,166.99000549316406,10902700,85.33000183105469,85.33999633789062,85.29000091552734,85.30999755859375,84.5783462524414,3526800,13.229999542236328,13.600000381469728,12.670000076293944,13.25,13.25,75777600,104.62000274658205,105.91000366210938,102.4499969482422,104.62000274658205,102.72879791259766,8014200
4,2022-01-07,112.95999908447266,113.0,112.47000122070312,112.73999786376952,111.1061553955078,13318200,384.0299987792969,385.760009765625,378.0400085449219,379.8599853515625,377.98382568359375,72652300,167.3699951171875,168.00999450683594,166.86000061035156,167.75,167.75,8191900,85.27999877929688,85.31999969482422,85.26000213623047,85.29000091552734,84.55853271484375,2658000,13.229999542236328,13.739999771118164,12.579999923706056,12.670000076293944,12.670000076293944,62714600,105.20999908447266,105.7300033569336,103.36000061035156,104.6999969482422,102.8073501586914,5730200
5,2022-01-10,112.4499969482422,112.75,112.37999725341795,112.70999908447266,111.0765609741211,8430700,374.8200073242188,380.6400146484375,369.30999755859375,380.1099853515625,378.2325439453125,91770500,167.36000061035156,168.3000030517578,167.30999755859375,168.25999450683594,168.25999450683594,7026500,85.2699966430664,85.27999877929688,85.23999786376953,85.23999786376953,84.50894927978516,4347300,13.420000076293944,14.479999542236328,12.270000457763672,12.350000381469728,12.350000381469728,101333500,104.2699966430664,105.13999938964844,101.88999938964844,104.0500030517578,102.16910552978516,9118000
6,2022-01-11,112.66000366210938,112.98999786376952,112.55999755859376,112.9800033569336,111.34265899658205,8086500,379.3599853515625,385.989990234375,377.2200012207031,385.8200073242188,383.9143676757813,68295700,168.44000244140625,170.30999755859375,168.3699951171875,170.2899932861328,170.2899932861328,8369000,85.19000244140625,85.2699966430664,85.18000030517578,85.2699966430664,84.53868865966797,15869300,12.59000015258789,12.979999542236328,11.630000114440918,11.670000076293944,11.670000076293944,68475800,105.33000183105467,109.2699966430664,103.55999755859376,108.6500015258789,106.68595123291016,8701500
7,2022-01-12,113.16999816894533,113.43000030517578,112.9800033569336,113.0,111.36238098144533,7996500,388.4599914550781,390.2000122070313,385.010009765625,387.3500061035156,385.4367980957031,54576400,170.19000244140625,170.75,170.00999450683594,170.74000549316406,170.74000549316406,6280700,85.27999877929688,85.27999877929688,85.23999786376953,85.23999786376953,84.50894927978516,7286200,11.4399995803833,11.84000015258789,11.15999984741211,11.510000228881836,11.510000228881836,48866200,109.7699966430664,110.5999984741211,108.11000061035156,109.79000091552734,107.80534362792967,7898200
8,2022-01-13,113.06999969482422,113.4000015258789,112.9800033569336,113.36000061035156,111.7171630859375,8431100,388.7699890136719,389.4700012207031,376.7000122070313,377.6600036621094,375.794677734375,77994000,170.08999633789062,170.22000122070312,169.27000427246094,170.16000366210938,170.16000366210938,7034200,85.26000213623047,85.29000091552734,85.25,85.27999877929688,84.5486068725586,3739100,11.449999809265137,12.720000267028809,11.270000457763672,12.550000190734863,12.550000190734863,62499800,109.12000274658205,110.6500015258789,107.16000366210938,107.6500015258789,105.70402526855467,6749200
9,2022-01-14,113.06999969482422,113.08999633789062,112.5500030517578,112.58000183105467,110.94845581054688,10595700,375.0700073242188,380.3500061035156,374.8599853515625,380.010009765625,378.133056640625,80121200,170.22000122070312,170.55999755859375,169.47999572753906,169.6699981689453,169.6699981689453,7865900,85.25,85.25,85.16999816894531,85.16999816894531,84.43954467773438,2064800,13.199999809265137,13.3100004196167,12.130000114440918,12.279999732971191,12.279999732971191,82215500,107.55999755859376,111.08999633789062,107.47000122070312,110.98999786376952,108.983642578125,7271100
